Title;GGS Rating
INTERNATIONAL CONFERENCE ON VLSI DESIGN;B
SYMPOSIUM ON VLSI TECHNOLOGY;Work in Progress
VERIFICATION, MODEL CHECKING AND ABSTRACT INTERPRETATION;A-
VISION MODELING AND VISUALIZATION;Work in Progress
IEEE VEHICULAR NETWORKING CONFERENCE;Work in Progress
VEHICLE NAVIGATION AND INFORMATION SYSTEMS CONFERENCE;Work in Progress
VEHICLE POWER AND PROPULSION CONFERENCE;Work in Progress
IEEE VIRTUAL REALITY CONFERENCE;A
INTERNATIONAL CONFERENCE ON VIRTUAL REALITY CONTINUUM AND ITS APPLICATIONS IN INDUSTRY;Work in Progress
VIRTUAL REALITY MODELING LANGUAGE SYMPOSIUM;Work in Progress
ACM VIRTUAL REALITY SOFTWARE AND TECHNOLOGY;B
IEEE CONFERENCE IN SERIOUS GAMES AND VIRTUAL WORLDS;Work in Progress
INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA;Work in Progress
INTERNATIONAL WORKSHOP ON VARIABLE STRUCTURE SYSTEMS;Work in Progress
VERIFIED SOFTWARE: THEORIES, TOOLS, EXPERIMENTS;Work in Progress
IEEE VEHICULAR TECHNOLOGY CONFERENCE;A
IEEE VLSI TEST SYMPOSIUM;B
SYMPOSIUM ON VOLUME VISUALIZATION;Work in Progress
INTERNATIONAL WORKSHOP ON WEB AND WIRELESS GEOGRAPHICAL INFORMATION SYSTEMS;Work in Progress
CONFERENCE ON WEB ACCESSIBILITY;B-
WORKSHOP ON ALGORITHMS IN BIOINFORMATICS;Work in Progress
WORLD AUTOMATION CONGRESS;Work in Progress
IEEE WORKSHOP ON APPLICATIONS OF COMPUTER VISION;A
WORKSHOP ON ALGORITHMS AND DATA STRUCTURES;B-
WORKSHOP ON RECENT TRENDS IN ALGEBRAIC DEVELOPMENT TECHNIQUES;Work in Progress
INTERNATIONAL WORKSHOP ALGORITHMIC FOUNDATIONS ROBOTICS;B-
INTERNATIONAL CONFERENCE ON ARITHMETIC OF FINITE FIELDS;Work in Progress
INTERATIONAL CONFERENCE ON WEB AGE INFORMATION MANAGEMENT;Work in Progress
INTERNATIONAL CONFERENCE AND WORKSHOPS ON ALGORITHMS AND COMPUTATION;Work in Progress
WIRELESS AND MICROWAVE TECHNOLOGY CONFERENCE;Work in Progress
WORKSHOP ON APPROXIMATION AND ONLINE ALGORITHMS;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS ALGORITHMS SYSTEMS AND APPLICATIONS;Work in Progress
IEEE WORKSHOP ON APPLICATIONS OF SIGNAL PROCESSING TO AUDIO AND ACOUSTICS;B
WORKSHOP ON ALGORITHMS AND MODELS FOR THE WEB GRAPH;Work in Progress
WEB BASED COMMUNITIES;Work in Progress
WORKSHOP ON BIOMEDICAL IMAGE REGISTRATION;Work in Progress
WORKSHOP ON COMPUTER ARCHITECTURE EDUCATION;Work in Progress
WORLD CONGRESS ON COMPUTATIONAL INTELLIGENCE;Work in Progress
WORLD CONGRESS ON ENGINEERING;Work in Progress
WORST-CASE EXECUTION TIME ANALYSIS;Work in Progress
WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION;Work in Progress
IEEE WIRELESS AND COMMUNICATIONS AND NETWORKING CONFERENCE;A-
WORKSHOP ON COMPUTATIONAL OPTIMIZATION;Work in Progress
IEEE WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONFERENCE;Work in Progress
WORKSHOP ON CYBER-PHYSICAL SYSTEMS;Work in Progress
IEEE WORKING CONFERENCE ON REVERSE ENGINEERING;A-
INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS AND SIGNAL PROCESSING;Work in Progress
IFIP WIRELESS DAYS;Work in Progress
INTERNATIONAL WORKSHOP ON DISTRIBUTED ALGORITHMS;Work in Progress
INTERNATIONAL WORKSHOP ON EFFICIENT ALGORITHMS;Work in Progress
INTERNATIONAL CONFERENCE ON 3D WEB TECHNOLOGY;Work in Progress
INTERNATIONAL WORKSHOP ON THE WEB AND DATABASES;B
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES;Work in Progress
WEB MINING AND WEB USAGE ANALYSIS;Work in Progress
BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB;Work in Progress
WORLD CONFERENCE ON WWW AND INTERNET;Work in Progress
WEB SCIENCE;Work in Progress
INTERNATIONAL WORKSHOP ON ADVANCED ISSUES OF E-COMMERCE AND WEB-BASED INFORMATION SYSTEMS. WECWIS;Work in Progress
IEEE WORKSHOP ON ELECTRICAL MACHINES DESIGN, CONTROL AND DIAGNOSIS;Work in Progress
WORKSHOP DE ENGENHARIA DE REQUISITOS;Work in Progress
IEEE INTERNATIONAL WORKSHOPS ON ENABLING TECHNOLOGIES: INFRASTRUCTURE FOR COLLABORATIVE ENTERPRISES;B-
INTERNATIONAL WORKSHOP ON FACTORY COMMUNICATION SYSTEMS;Work in Progress
INTERNATIONAL WORKSHOP ON FUNCTIONAL AND (CONSTRAINT) LOGIC PROGRAMMING;Work in Progress
INTERNATIONAL WORKSHOP ON GRAPH-THEORETIC CONCEPTS IN COMPUTER SCIENCE;B
WORLD HAPTICS CONFERENCE;Work in Progress
WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING;Work in Progress
WORKSHOP ON HUMAN MOTION;Work in Progress
WORKSHOP ON IMAGE ANALYSIS FOR MULTIMEDIA INTERACTIVE SERVICES;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, NETWORKING AND MOBILE COMPUTING;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS INTERNET;Work in Progress
WORKING IEEE/IFIP CONFERENCE ON SOFTWARE ARCHITECTURE;Not Rated (discontinued event)
WORLD CONGRESS ON INFORMATION AND COMMUNICATION TECHNOLOGIES;Work in Progress
WEB INFORMATION AND DATA MANAGEMENT;Work in Progress
INTERNATIONAL WORKSHOP ON INFORMATION FORENSICS AND SECURITY;Work in Progress
INTERNATIONAL WORKSHOP ON FUZZY LOGIC AND APPLICATIONS;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMPUTING, NETWORKING AND COMMUNICATIONS;B
WEB INTELLIGENCE, MINING AND SEMANTICS;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS AND MOBILE COMMUNICATIONS;Work in Progress
WORKSHOP ON INTERNET AND NETWORK ECONOMICS;Work in Progress
WORKSHOP ON WIRELESS NETWORK TESTBEDS, EXPERIMENTAL EVALUATION & CHARACTERIZATION;Work in Progress
INTERNATIONAL SYMPOSIUM ON MODELING AND OPTIMIZATION IN MOBILE AD HOC AND WIRELESS NETWORKS;B
IEEE WORKSHOP ON WIDE BANDGAP POWER DEVICES AND APPLICATIONS;Work in Progress
WORKSHOP IN PRIMARY AND SECONDARY COMPUTING EDUCATION;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATION, VEHICULAR TECHNOLOGY, INFORMATION THEORY AND AEROSPACE & ELECTRONIC SYSTEMS TECHNOLOGY;Work in Progress
INTERNATIONAL WORKSHOP ON INFORMATION SECURITY APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS ENGINEERING;B
WIRELESS NETWORK SECURITY;A-
INTERNATIONAL CONFERENCE INFORMATION SECURITY THEORY AND PRACTICE;Work in Progress
WIRELESS MOBILE APPLICATIONS AND SERVICES ON WLAN HOTSPOTS;Work in Progress
INTERNATIONAL WORKSHOP ON MOBILE COMMERCE;Work in Progress
JOINT IFIP WIRELESS AND MOBILE NETWORKING CONFERENCE;Work in Progress
ACM WORKSHOP ON MULTIMEDIA AND SECURITY;Work in Progress
WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS;Work in Progress
IEEE INTERNATIONAL WORKSHOP ON WIRELESS AND MOBILE TECHNOLOGIES IN EDUCATION;Work in Progress
WIRELESS, MOBILE AND UBIQUITOUS TECHNOLOGIES IN EDUCATION;Work in Progress
ANNUAL WIRELESS AND OPTICAL COMMUNICATIONS CONFERENCE;Work in Progress
IFIP INTERNATIONAL CONFERENCE ON WIRELESS AND OPTICAL COMMUNICATIONS NETWORKS;Work in Progress
INTERNATIONAL WORKSHOP ON DYNAMIC ANALYSIS;Work in Progress
WORKSHOP ON LOGIC, LANGUAGE, INFORMATION AND COMPUTATION;Work in Progress
INTERNATIONAL CONFERENCE ON WIRELESS ON DEMAND NETWORK SYSTEMS AND SERVICE;Work in Progress
WORKSHOP ON OBJECT-ORIENTED TECHNOLOGY;Work in Progress
IEEE INTERNATIONAL WORKSHOP ON OBJECT-ORIENTED REAL-TIME DEPENDABLE SYSTEMS;Work in Progress
WORKFLOWS IN SUPPORT OF LARGE-SCALE SCIENCE;Work in Progress
WORLD CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES;Work in Progress
WORLD CONGRESS IN COMPUTER SCIENCE, COMPUTER ENGINEERING, AND APPLIED COMPUTING;Work in Progress
ACM WORKSHOP ON RECURRING MALCODE;Not Rated (discontinued event)
WORKSHOP ON ONLINE SOCIAL NETWORKS;Work in Progress
WORKSHOP ON SOFTWARE AND PERFORMANCE;Work in Progress
WORKSHOP ON SELF-HEALING SYSTEMS;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON A WORLD OF WIRELESS, MOBILE AND MULTIMEDIA NETWORKS;B-
WORKSHOP ON PRIVACY IN THE ELECTRONIC SOCIETY;Work in Progress
WIRELESS PERSONAL MULTIMEDIA COMMUNICATIONS;Work in Progress
WORKSHOP ON POSITIONING NAVIGATION AND COMMUNICATION;Work in Progress
IEEE WIRELESS POWER TRANSFER CONFERENCE;Work in Progress
WORKSHOP ON PERCEPTIVE USER INTERFACES;Work in Progress
INTERNATIONAL ITG WORKSHOP ON SMART ANTENNAS;Work in Progress
WORKSHOP ON SPECIFICATION OF ABSTRACT DATA TYPES JOINT WITH COMPASS WORKSHOP ON RECENT TRENDS IN DATA TYPE SPECIFICATION;Work in Progress
WINTER SIMULATION CONFERENCE;A-
INTERNATIONAL CONFERENCES IN CENTRAL EUROPE ON COMPUTER GRAPHICS, VISUALIZATION AND COMPUTER VISION;Work in Progress
ACM INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING;A+
IEEE INTERNATIONAL SYMPOSIUM ON WEB SYSTEMS EVOLUTION;Work in Progress
WORKSHOP ON STATISTICAL MACHINE TRANSLATION;Work in Progress
WORKSHOP ON SELF-ORGANIZING MAPS;Work in Progress
USENIX WINTER TECHNICAL CONFERENCE;Work in Progress
WIRELESS TELECOMMUNICATIONS SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON UNDERWATER NETWORKS;Work in Progress
WIRED/WIRELESS INTERNET COMMUNICATIONS;Work in Progress
INTERNATIONAL WORLD WIDE WEB CONFERENCE;A++
INTERNATIONAL XML DATABASE SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON ELECTRONIC PARTICIPATION;Work in Progress
INTENATIONAL ENVIRONMENTAL MODELLING AND SOFTWARE SOCIETY;Work in Progress
INTERNATIONAL CONFERENCE OF THE IMMERSIVE LEARNING RESEARCH NETWORK;Work in Progress
ADVANCES IN COMPUTER GAMES;Work in Progress
ANNUAL CONFERENCE ON COMPUTERS;Work in Progress
ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;Work in Progress
BRAZILIAN E-SCIENCE WORKSHOP;Work in Progress
CANADIAN CONFERENCE ON ARTIFICIAL INTELLIGENCE;Work in Progress
CHINESE CONTROL CONFERENCE;Work in Progress
COLOR IMAGING CONFERENCE;Work in Progress
COMPUTATIONAL INTELLIGENCE IN SECURITY FOR INFORMATION SYSTEMS;Work in Progress
CONFERENCE ON ADVANCED RESEARCH IN VLSI;Work in Progress
CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING;Work in Progress
CONFERENCE ON SCIENTIFIC COMPUTING;Work in Progress
EUROPEAN SYMPOSIUM ON COMPUTER MODELING AND SIMULATION;Work in Progress
IEEE CONFERENCE ON COMMERCE AND ENTERPRISE COMPUTING;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON CYBERNETICS AND INTELLIGENT SYSTEMS;Work in Progress
IEEE NUCLEAR SCIENCE SYMPOSIUM;Work in Progress
IEEE PHOTONICS CONFERENCE;Work in Progress
IEEE/AIAA DIGITAL AVIONICS SYSTEMS CONFERENCE;Work in Progress
ISC HIGH PERFORMANCE (WAS INTERNATIONAL SUPERCOMPUTING CONFERENCE);Work in Progress
INDUSTRIAL SIMULATION CONFERENCE;Work in Progress
INFORMATION TECHNOLOGY AND COMPUTER SCIENCE;Work in Progress
INTELLIGENT DISTRIBUTED COMPUTING;Work in Progress
INTERACTIVE ENTERTAINMENT;Work in Progress
INTERNATIONAL CONFERENCE DATA SCIENCE;Work in Progress
INTERNATIONAL CONFERENCE GREEN TECHNOLOGY;Work in Progress
INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON COMPUTABILITY AND COMPLEXITY IN ANALYSIS;Work in Progress
INTERNATIONAL CONFERENCE ON COMPUTATIONAL CREATIVITY;Work in Progress
INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION AND INFORMATICS;Work in Progress
INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS;Work in Progress
INTERNATIONAL CONFERENCE ON E-BUSINESS AND E-GOVERNMENT;Work in Progress
INTERNATIONAL CONFERENCE ON ENTERTAINMENT COMPUTING;Work in Progress
INTERNATIONAL CONFERENCE ON EVOLVABLE SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON INTERACTIVE TABLETOPS AND SURFACES;Work in Progress
INTERNATIONAL CONFERENCE ON MECHATRONICS;Work in Progress
INTERNATIONAL CONFERENCE ON OPTICAL INTERNET;Work in Progress
INTERNATIONAL CONFERENCE ON SECURITY IN COMMUNICATION NETWORKS;Work in Progress
INTERNATIONAL CONFERENCE ON SENSING TECHNOLOGY;Work in Progress
INTERNATIONAL CONFERENCE ON SOCIAL ROBOTICS;Work in Progress
INTERNATIONAL CONFERENCE ON SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS;Work in Progress
INTERNATIONAL MICROWAVE SYMPOSIUM;Work in Progress
INTERNATIONAL POWER ENGINEERING CONFERENCE;Work in Progress
INTERNATIONAL SYMPOSIUM ON IMAGE AND SIGNAL PROCESSING AND ANALYSIS;Work in Progress
INTERNATIONAL SYMPOSIUM ON INFORMATION ASSURANCE AND SECURITY;Work in Progress
INTERNATIONAL SYMPOSIUM ON MATHEMATICAL MORPHOLOGY;Work in Progress
INTERNATIONAL SYMPOSIUM ON SWITCHING;Work in Progress
INTERNATIONAL TELETRAFFIC CONGRESS;Work in Progress
INTERNATIONAL WORKSHOP ON PHYSICS OF SEMICONDUCTOR DEVICES;Work in Progress
MULTIMEDIA SEMANTICS;Work in Progress
PRAGUE STRINGOLOGY CONFERENCE;Work in Progress
SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP;Work in Progress
SYMPOSIUM ON CLOUD COMPUTING;Work in Progress
TRANS. COMPUTATIONAL SCIENCE;Work in Progress
VISUALIZATION IN SCIENCE AND EDUCATION;Work in Progress
WEB INFORMATION SYSTEMS AND APPLICATIONS CONFERENCE;Work in Progress
WORKSHOP ON INFORMATION TECHNOLOGIES AND SYSTEMS;Work in Progress
